system_name,station_name
Ardhri,Cook Horizons
Ardhri,Beekman Orbital
Arek,Gold Hub
Arek,Moon Station
Arek,Herbert Station
Arevakimos,Schomburg Hub
Arevakimos,Cuffey Vision
Arevakimos,Bracewell Hub
Arevakimos,Truman Port
Arevakimos,Harawi Hub
Arevakimos,Finlay-Freundlich Hub
Arevakimos,Roth Port
Arevakimos,Schwabe Hub
Arevas,Hirayama Port
Arevas,Neujmin City
Arexe,Janes Horizons
Argestes,Clement Terminal
Arhul,Haisheng Settlement
Arhul,Schweickart Orbital
Ari Hesa,Wilmore Hub
Ari Hesa,Shatalov City
Ari Hesa,Gemar Station
Ari Hesa,Hieb Dock
Ariatia,Gooch Ring
Ariatia,Lovelace Orbital
Arige,Herbig Vision
Arige,Jefferies Prospect
Arigens,Dummer Orbital
Arigens,Ordway Ring
Arikara,Robson Base
Arinas,Delporte Works
Arine,Poncelet Terminal
Arinna,Pavlov Dock
Arinna,Engle Orbital
Arjung,Hiyya Orbital
Arjung,Fallows Ring
Arjung,Lee Depot
Armodiang,Nilson Settlement
Armodiang,Kopff Installation
Arnaqui,Conklin Station
Arnaqui,Bunch Colony
Arnemil,Barsanti Landing
Arnemil,Clervoy Hub
Arouca,Borisenko's Folly
Arouca,Wilkes Installation
Arro Kop,Svavarsson City
Arro Kop,Shaikh Hub
Arro Na,Brady Station
Arro Na,Thuot Gateway
Arro Naga,Gillekens Gateway
Artemis,Suri Base
Arth,Midgeley Dock
Artii,Leckie Refinery
Artume,Ferdie
Artumes,McArthur Orbital
Artumes,Junlong Settlement
Artumes,Fibonacci's Inheritance
Arugbatz,Sawyer Beacon
Arugu,Hale Depot
Arundji,Sakers Penal colony
Arungu,Bayley Works
Arvetit,Whitney Orbital
Arvetit,Libby Port
Arvirisa,Baturin Refinery
Arvirisa,Halsell Refinery
Arvirisa,Barnaby Settlement
Aryak,Garneau Port
Aryak,Filipchenko Orbital
Aryak,Crouch Hub
Asantani,Tokubei Holdings
Asbrua,Ray Platform
Ascella,Vaugh Ring
Ascella,Duffy Dock
Ascella,Usachov Enterprise
Asegezites,Zewail Gateway
Asegezites,Haxel Dock
Asegezites,Peterson Ring
Asetse Eyo,Isherwood Colony
Asetse Eyo,Sterling Dock
Asetsi,Verne Vision
Asetsi,Gann Installation
Asga'a,Sadi Carnot Platform
Asgar,Windt Station
Asgar,Wilder Dock
Asgaa,Wheeler Horizons
Asgaa,Magnus Station
Asgaa,Wiberg Dock
Asha,Disch Depot
Ashandras,Bolger Vision
Ashandras,Alpers Refinery
Asherah,Francisco de Eliza Prospect
Asherah,Holberg Freeport
Asinda,Tapinas Refinery
Asing Linga,Vittori's Folly
Asoora,Alden Platform
Asoora,Powers Hub
Asoorajara,Stableford Hangar
Asoorajara,Kennedy Platform
Aspelenie,Einstein Orbital
Astriang,Kimberlin Vision
Astriang,Maclaurin Beacon
Astrigond,Panshin Refinery
Asturindjin,Melvin Terminal
Asturindjin,Scheutz Enterprise
Asturindjin,Shipton Plant
Asturindjin,Borman Settlement
Asurasairu,McKay City
Asurasairu,Hobaugh Gateway
Asurasairu,Boodt Hub
Asurasairu,Runco Enterprise
Asvien Ek,Schoening Prospect
Asvien Ek,Dolgov Landing
Asvien Ek,Saavedra's Folly
Asvincanik,Lenthall's Inheritance
Asvinia,Goeschke Orbital
Ataco,Klink Landing
Atacoc,Mattingly's Progress
Atagat,Glashow City
Atagat,Stewart Gateway
Atagat,Lindsey Port
Atagat,Walz Terminal
Atat,Meade's Folly
Atata,Zahn Enterprise
Atata,Dirichlet Gateway
Atatis,Abel Terminal
Atatis,Drzewiecki Orbital
Atatis,Buckell Orbital
Atatis,Crick Prospect
Atfero,Fernandes' Progress
Athena,Darboux Orbital
Athena,Escobar City
Athena,Powell Terminal
Athena,Valdes Orbital
Athra,Baudry Installation
Athra,Baudin Base
Atins,Veach Hub
Atins,Cheli Station
Atius,Adams Hangar
Atius,Artin Dock
Atius,Barnwell's Inheritance
Atjil,Herjulfsson Enterprise
Atjirajan,Sakers Hangar
Atlantis,Kimura Terminal
Atlantis,Ayers City
Atora,Varley Plant
Atorii,Butler's Inheritance
Atrimih,Polansky Holdings
Atroco,Kurland Dock
Atroco,Watts Orbital
Atroco,Hottot Enterprise
Atropos,Kepler Orbital
Atropos,Spedding Orbital
Atropos,Dyson Terminal
Atropos,Pailes Port
Atropos,Euler Hub
Atuat,Doctorow Horizons
Atuat,Sabine Orbital
Atuatus,Baudin Relay
Atuatus,Popov Freeport
Atum,Bottego Hub
Atum,Leckie City
Audhr,Blackwell Port
Audhr,Godwin Ring
Audhr,McArthur Station
Audhuma,Al-Farabi Dock
Audhuma,Kaku Terminal
Audhuma,Wul's Folly
Audhumbwe,Tani Works
Audhumla,Filipchenko Gateway
Audhumla,Virchow City
Aulendiae,Springer Depot
Aulin,Edwards Ring
Aulin,Kuo City
Aulin,Simmons' Progress
Aunochis,Fuglesang Base
Aunochis,Ray Relay
Aurai,Adams Prospect
Aurea,Powell Outpost
Aurea,Waldrop Plant
Aurvashi,Shoemaker Base
Ausan,Ziemkiewicz Settlement
Ausan,Bear Settlement
Auscabs,Fulton Hangar
Auscabs,Virtanen Dock
Auscapaka,Forfait Base
Auschauts,Clebsch Refinery
Auschauts,Flynn Hub
Auserine,Runco Prospect
Autahenetsi,Artyukhin Ring
Autahenetsi,Freud City
Autahenetsi,Boe Enterprise
Autahenetsi,Aldiss' Folly
Autamkindia,Knorre Colony
Autamkindia,Sikorsky Station
Autinestes,Malchiodi Depot
Autribeb,Malpighi Station
Autrimnit,Auer's Folly
Autrimpe,Leberecht Tempel Vision
Autrimpe,Wallis Hub
Autrimpe,Luther Colony
Avalo,Nomen Landing
Avan,Timofeyevich Co-operative
Avan,Nobel Dock
Avane,Darnielle Plant
Avane,Panshin Prospect
Avaticus,Sturgeon Landing
Avik,Bruce Prospect
Avikarli,Killough Vision
Avikarli,Stith Terminal
Avikarli,Normand Hub
Avikarli,Bacigalupi Base
Awa,Jacquard Vision
Awa,Noakes Orbital
Awara,Malaspina Refinery
Awara,Usachov Works
Awawa,Darboux Orbital
Awawa,Drake Settlement
Awawad,Bardeen City
Awawad,Bosch Hangar
Awawar,Cartwright Orbital
Awawar,Avdeyev Station
Awawar,Nye Orbital
Awindjibata,Karl Diesel Hub
Awngthim,Gaffney Port
Awngthim,Robinson Dock
Awngthim,Collins Enterprise
Awngthim,Mitchell Landing
Awonai,Nusslein-Volhard Hub
Awonai,Henry Port
Awonai,Ohm Hub
Awonai,Knapp Station
Awonai,Quimby Port
Awonai,Boming Port
Awonai,Gohar Orbital
Awonggalis,Pribylov Depot
AY Indi,Farkas Dock
Aymifa,Lomonosov Colony
Aymifa,Coggia Port
Aymifa,Hunziker Orbital
Ayoresi,Wilson City
Ayoresi,Antonio de Andrade Refinery
Ayoro Nage,Ashby Terminal
Ayoro Nage,Ham Dock
Ayoro Nage,Bloomfield Gateway
AZ Cancri,Fisher Station
AZ Cancri,Prunariu Laboratory
AZ Cancri,Mitchell Park
Azaladshu,Eratosthenes Ring
Azaladshu,Junlong Terminal
Azaladshu,Aksyonov Hub
Azaladshu,Linenger Dock
Azaladshu,Acaba Terminal
Azaladshu,Buffett Vision
Azalai,Oefelein Hub
Azalis,Asaro Vision
b Herculis,Ray Horizons
b Herculis,Thuot Horizons
b Herculis,Schwann Settlement
b2 Carinae,Herschel City
b2 Carinae,Hewish Port
b2 Carinae,Kawasato City
b2 Carinae,Mechain Vision
b2 Carinae,Muller Orbital
b2 Carinae,Secchi Hub
b3 Hydrae,Song Orbital
Ba Babal,Andree Holdings
Ba Babal,Krusvar Depot
Ba Devaci,Bardeen Hub
Ba Devaci,Still Enterprise
Ba Jonandja,Bursch City
Ba Jonandja,Akers Ring
Ba Jonandja,Acton Dock
Ba Jonandja,Wylie's Progress
Ba Jonandja,Kingsmill Landing
Ba Nari,de Seversky Plant
Ba Nari,Gottlob Frege Base
Ba Nefes,Kozin Enterprise
Ba Po,Westerfeld Terminal
Ba Xian,Lasswitz Holdings
Ba Xian,Vizcaino Orbital
Ba Xian,Wyndham's Progress
Ba Xinga,Elcano Vision
Babai,Cousin Plant
Babai,Morris Landing
Babal,Vian Holdings
Babas,Binder Orbital
Babas,Poisson Terminal
Babas,Jones Park
Bacagua,Moore Colony
Bacamadia,Bethke Station
Bacamu,Manning Depot
Bacara,Gerst Dock
Bacarelia,Hawley Port
Backlumba,Ostrander's Folly
Backlumbha,Bain Dock
Backlumbha,Chapman Gateway
Backlumbha,Hoffman Hub
Bactondinks,Comper Dock
Bactondinks,Shajn Terminal
Bactondinks,Maughmer Platform
Bactrib,Lee Terminal
Bactrimpox,Coney Enterprise
Bactrimpox,Westerfeld Hub
Bactrimpox,Barreiros Vision
Bactrimpox,Weber Plant
Bactrimpox,Tevis Base
Badbadzist,Fabian Terminal
Badbadzist,Veron Hub
Badbadzist,Bouvard Ring
Badimo,Galois Holdings
Badimo,Auld Settlement
Badin,Walheim Port
Badin,Haipeng Orbital
Badjilasta,Al-Farabi Dock
Badjilasta,Cenker Terminal
Baedule,Coye Horizons
BAG 7,Mullane Terminal
BAG 7,Tsibliyev Gateway
BAG 7,Fisher City
BAG 7,Cartier's Inheritance
Baga,Celebi Prospect
Bagalis,Borlaug Dock
Bagalis,Evans Platform
Bagalis,Stephenson Port
Bagan,Lazarev Plant
Bagaru,Spielberg Prospect
Bahinook,Dupuy de Lome's Folly
Bahpu,Roberts Enterprise
Baiabozo,Barratt Orbital
Baiabozo,Salam Station
Baiabozo,Evans Holdings
Baigag,Shaw Hub
Baijungu,O'Brien Prospect
Baila,Celsius Gateway
Baila,Pogue Ring
Baila,Weitz Enterprise
Bajito,Janes Settlement
Bajoji,Cramer Gateway
Bajoji,Beekman Horizons
Bajoji,Belyanin Settlement
Bakalaa,Shaara Platform
Bakas,Hoshide Refinery
Bakas,Smith Dock
Baka'wa,Pascal Terminal
Bakulcan,Franke Legacy
Bakulcan,Obruchev Installation
Balampaso,Banks Platform
Balampaso,Davis Landing
Balbus,Bao Settlement
Balbus,Whymper Settlement
Baldeka,Kopra's Folly
Baliscii,Gooch Hangar
Baliscii,Thomas City
Balitcha,Richards Settlement
Balite,Miller Port
Balite,Egan Station
Balmung,Lyne Dock
Balmung,Chongzhi City
Balmung,Iben City
Balmung,Lyot Vision
Balmung,Roe Terminal
Balmung,Ruppelt Station
Balmung,Ryle Orbital
Balmung,Walotsky Port
Balmung,Mandel Holdings
Balmus,Bailey Vision
Balti,Gaensler Landing
Balti,Lomonosov Refinery
Balti,Macdonald Plant
Baman,Zetford City
Baman,Phillips Refinery
Baman,Karlsefni Beacon
Bamileng,Russell Landing
Bamileng,Ponce de Leon Station
Bamin,Fourneyron Camp
Bamin,Tani Base
Banacate,Matteucci Port
Banacate,Al-Battani Settlement
Banbara,Mohmand Platform
Banbara,Sinclair Platform
Banekalanec,Resnick Platform
Banekalanec,Littlewood Platform
Banekalanec,Coppel Prospect
Banemu,Ostwald Colony
Banemu,Henize Station
Bang Mu,Salgari Dock
Bangitani,Rozhdestvensky Platform
Bangitani,Ellison Settlement
Banisas,Weyn Ring
Banisas,McAllaster Hub
Banisas,Blaylock Port
Baracians,Korolev's Progress
Baramat,Kludze Hub
Baramat,Merritt Platform
Baramat,Burnham Orbital
Barango,Gentle Vision
Barango,Cartan Station
Barango,Plante Dock
Barango,Leavitt's Progress
Barann,Leibniz Hub
Barann,Klimuk Refinery
Barathaona,Kregel Hub
Barathaona,Ejeta Dock
Barathaona,Smith Port
Barathaona,Taylor Orbital
Barathaona,Zudov Port
Bard,Fibonacci Vision
Bard,Teng Refinery
Bardgri,Maxwell Hangar
Bardgri,Bohr Landing
Bardgri,Norgay Refinery
Bare,Glenn Relay
Baris,Makarov Ring
Baris,Viktorenko Enterprise
Baris,Hartsfield Hub
Barkindji,Heaviside Refinery
Barkindji,Fadlan Landing
Barku,Avdeyev Station
Barku,Pudwill Gorie Port
Barnard's Star,Miller Depot
Barnard's Star,Boston Base
Barnard's Star,Levi-Strauss Installation
Baro,Dias Holdings
Baroi,Dezhurov Landing
Barumbo,Brash Refinery
Basika,Howard City
Basika,Bohm Hangar
Basses,Robinson Settlement
Bastan,Tesla Refinery
Bastas,Steiner Terminal
Bastas,Anthony Dock
Basuk,Kettle Depot
Basuk,Tomita Plant
Basuki An,Jacobi Hub
Basus,Ramanujan Orbital
Basus,Carpenter Landing
Basus,Wallace Port
Basus,Vasyutin's Progress
Basus,Dall's Progress
Batho,Doyle Dock
Batho,Gibson Freeport
Batz,Bose Settlement
Batzin,Jenkinson Works
Batzin,Wells Beacon
Baudu,Wilhelm Refinery
Baudu,Noli Settlement
Baudus,Rice Dock
Baxbakaeris,Stillman Station
Baxbakaeris,Burkin Hub
Baxbakaeris,Nansen Enterprise
Baxbalabia,Herreshoff Beacon
Bayahutina,Dampier Hub
Bayahutina,Tudela Works
BD+01 299,Platt Plant
BD+02 305,Swainson Station
BD+02 4718,Abernathy Enterprise
BD+02 4718,Cummings Terminal
BD+03 2279,Smith Hub
BD+03 2279,Ballard Vision
BD+03 3531a,Horowitz Hub
BD+03 3531a,Zhen City
BD+03 3531a,Morgan Dock
BD+03 3531a,Ponce de Leon Depot
BD+03 3531a,Phillifent Enterprise
BD+05 1295,Scott Orbital
BD+05 1295,Levi-Montalcini Port
BD+05 2950,Malerba Plant
BD+05 5244,Hoshi Hangar
BD+05 5244,Fidalgo Landing
BD+07 2008,Sarrantonio Ring
BD+07 2008,Beatty Terminal
BD+07 2008,Houtman Orbital
BD+07 2869,Deb Vision
BD+08 1303,Chomsky Ring
BD+08 1303,Wescott Terminal
BD+08 3000,Bernoulli Installation
BD+09 1105,Citroen Horizons
BD+09 1105,Shargin Port
BD+10 3250,Vetulani Installation
BD+10 3250,Lichtenberg Station
BD+10 4385,Lopez de Haro Terminal
BD+10 4385,Maybury Beacon
BD+10 5022,Stanier Hub
BD+10 5022,Malenchenko Hangar
BD+10 5022,Leinster Prospect
BD+11 2673,Nagata City
BD+11 2673,Luiken Orbital
BD+11 2673,Wisniewski-Snerg City
BD+11 2673,Kronecker Port
BD+11 2811,Nobel Vision
BD+11 2853,Nicolet Enterprise
BD+11 2853,Rustah Works
BD+13 3769,Berners-Lee Settlement
BD+13 3769,Furrer Dock
BD+14 1876,Pirsan Terminal
BD+14 1876,Hawley Enterprise
BD+14 1876,Leestma Enterprise
BD+14 1876,Agassiz Vision
BD+14 4559,Meitner Vision
BD+15 2847,Reynolds Terminal
BD+15 2847,Kaleri Gateway
BD+15 2847,Halley Port
BD+15 4416,Debye Hub
BD+15 896,Hoard Hub
BD+15 896,Hawking Terminal
BD+17 4808,Doi Works
BD+17 4808,Lichtenberg Landing
BD+19 2511,Lie Terminal
BD+19 2511,Okorafor Orbital
BD+19 2511,Poncelet's Inheritance
BD+21 1952,Ramelli Port
BD+22 2742,Ellis Dock
BD+22 2742,Whitney Port
BD+22 2742,Cunningham Hub
BD+22 2742,Wellman Port
BD+22 2742,Garratt Orbital
BD+22 2742,Garriott City
BD+22 2742,Rontgen Dock
BD+22 2742,Hope Terminal
BD+23 204,Potrykus Holdings
BD+23 2640,Wagner Dock
BD+23 2640,Zebrowski Hub
BD+23 2640,Humphreys Station
BD+23 3151,Carr Base
BD+24 1451,Marshburn Terminal
BD+24 1451,Meade Dock
BD+24 1451,Mayr Ring
BD+24 2539,Nolan Estate
BD+24 2539,Kummer Port
BD+26 2184,Wiberg Hub
BD+26 2184,Garn Hub
BD+26 2184,Torricelli Hub
BD+26 2184,Pailes Depot
BD+26 8,Merbold Hub
BD+27 1356,Whitson Platform
BD+27 1356,Birkeland Dock
BD+27 1356,Bester Holdings
BD+27 1739,Dyomin Terminal
BD+27 1739,Buffett Ring
BD+28 4660,Somerset Enterprise
BD+28 4660,Walker Orbital
BD+28 4660,Taylor Hub
BD+29 1754,Carlisle Hub
BD+29 1754,Sakers Legacy
BD+29 2405,Markham Hub
BD+29 2405,Benyovszky Station
BD+29 2405,Phillips Hub
BD+29 3029,Nolan Landing
BD+31 2290,Moore Terminal
BD+31 2290,Ross Hub
BD+31 2290,Budrys Dock
BD+31 2373,Gaultier de Varennes Orbital
BD+31 2373,Lopez de Villalobos Terminal
BD+31 2373,Bellamy Port
BD+31 2373,Artin Station
BD+31 2373,Barnaby Port
BD+31 434,Lister Holdings
BD+31 434,Baudry Settlement
BD+32 4747,Bridges City
BD+32 4747,Bluford Colony
BD+33 2990,Bear Base
BD+33 2990,Bulmer Dock
BD+33 3582,Diamond Port
BD+33 3582,Giles Dock
BD+33 3582,Payne Port
BD+33 3582,Darboux Station
BD+33 3582,Lehtonen Dock
BD+33 3582,Fraas Settlement
BD+33 801,Apt Plant
BD+33 801,Khan Installation
BD+35 4893,Pascal Station
BD+35 4893,Wakata Terminal
BD+35 647,Hoffman Refinery
BD+35 647,Martinez Platform
BD+37 2416,Virchow Installation
BD+37 2625,Farmer City
BD+37 2625,Roberts City
BD+37 2625,Mitchell Dock
BD+37 2625,Cooper Orbital
BD+37 2625,Lunan Plant
BD+37 2625,Laird Hub
BD+38 2037,Crown Dock
BD+38 2037,Schilling Works
BD+39 3048,Froude Settlement
BD+39 876,Collins Port
BD+39 876,Fanning Dock
BD+39 876,Haldeman Orbital
BD+39 876,Mitropoulos Dock
BD+39 876,Rasmussen Orbital
BD+39 876,Scalzi Dock
BD+40 2208,Rashid Refinery
BD+40 2903,Hahn Dock
BD+41 1865,Cori City
BD+42 3917,Rominger Orbital
BD+42 3917,Dutton Terminal
BD+42 3917,Higginbotham Works
BD+44 2250,Rose Refinery
BD+44 2250,Efremov Refinery
BD+46 2014,Margulies Dock
BD+46 2014,Willis Dock
BD+46 2014,Simak Terminal
BD+46 2014,Stross Dock
BD+46 2014,Hillary Dock
BD+46 2014,Eisenstein Terminal
BD+46 2014,Martin Port
BD+46 2014,Ogden Station
BD+46 2014,O'Donnell Holdings
BD+47 2112,Hieb Settlement
BD+48 1845B,Tennyson d'Eyncourt Point
BD+48 1845B,Kozin Beacon
BD+49 1280,Gantt Installation
BD+49 3937,Kovalevsky Orbital
BD+52 3410,Payton Port
BD+52 3410,Oleskiw Holdings
BD+52 3410,Knight Hub
BD+55 1142,Humphreys Terminal
BD+55 1142,Barnes Horizons
BD+55 570,Ray Orbital
BD+56 1773,Bertin City
BD+56 1773,Barjavel Dock
BD+59 1851,Norman Installation
BD+59 1851,Burckhardt Dock
BD+59 1851,Baxter Colony
BD+63 1764,Hasse City
BD+63 1764,Phillifent City
BD+63 1764,Nemere City
BD+63 1764,Narbeth Port
BD+65 626,Chalker Dock
BD+65 626,Macquorn Rankine's Inheritance
BD+66 193,Goeschke Colony
BD+66 193,Kregel Terminal
BD+66 193,Samokutyayev Dock
BD+66 696,Fernao do Po City
BD+66 696,Lunan Terminal
BD+66 696,Antonio de Andrade Orbital
BD+67 1409,Crichton Station
BD+67 1409,Le Guin Terminal
BD+67 1409,Brillant Dock
BD+69 238,Reed Plant
BD+72 545,Rangarajan Enterprise
BD+72 545,Gardner Platform
BD+72 545,Varthema Enterprise
BD+73 447,Johnson City
BD+73 447,Lee Landing
BD+73 447,Markov Gateway
BD+75 58,Stephenson Station
BD+75 58,Burnet Survey
BD+77 84,Chwedyk Port
BD-00 3426,Kregel Orbital
BD-00 3426,Popovich Port
BD-00 3426,Crown Station
BD-00 3426,Dirac Station
BD-00 3426,Patsayev Port
BD-00 3426,Atwater City
BD-01 2518,Papin Orbital
BD-01 2518,Levchenko Station
BD-01 2518,Watson Terminal
BD-01 2518,Block Landing
BD-01 2784,Xiaoguan Plant
BD-01 2784,Curie Orbital
BD-01 2784,Resnik Dock
BD-01 2784,Tavernier Landing
BD-01 3500,Stafford's Progress
BD-04 797,Parker Dock
BD-04 797,Vetulani Hub
BD-05 2489,Wheeler Hub
BD-05 5480,Taylor Orbital
BD-05 5480,Richards Beacon
BD-05 948,Martinez Orbital
BD-05 948,Derleth Platform
BD-07 4419,Hale Hangar
BD-07 4419,Laveykin Platform
BD-09 241,Goonan Hangar
BD-09 4592,Archimedes Base
BD-10 4011,Sinclair Port
BD-10 5142,Piccard Platform
BD-10 5238,Weyn Port
BD-12 4699,Alexander Port
BD-12 4699,Janifer Orbital
BD-12 4699,Davis Station
BD-12 4699,Narita Hub
BD-12 4699,Hughes Dock
BD-12 4699,Witt Station
BD-12 4699,Scheerbart City
BD-12 4699,Bushkov Station
BD-12 4699,Gagnan Landing
BD-12 4699,Mitchison Enterprise
BD-12 4699,Wafer Depot
BD-12 5409,Lopez de Legazpi Ring
BD-12 5409,Slade Orbital
BD-12 5409,Sleator Gateway
BD-13 6060,Hauck Orbital
BD-13 6060,Velazquez Hangar
BD-13 6060,Aristotle Hub
BD-15 447,Good Enterprise
BD-15 447,Gutierrez Port
BD-15 447,Banks Hub
BD-17 4631,Evans Terminal
BD-17 4631,Khrunov Hangar
BD-17 6081,MacKellar Dock
BD-17 6081,Garneau Hub
BD-17 6081,Carpenter Enterprise
BD-17 6081,Irwin Port
BD-17 6081,Pailes Port
BD-17 6172,Martin Depot
BD-17 6172,Alvares Settlement
BD-18 3106,Clifford Gateway
BD-18 3106,Worden Dock
BD-18 394,McDivitt Terminal
BD-18 394,Moisuc Refinery
BD-19 3629A,Friesner Port
BD-19 3629A,Gaultier de Varennes Dock
BD-19 3629A,Rawat Dock
BD-19 3629A,Staden Orbital
BD-19 3629A,Shipton City
BD-19 3629A,Cantor Terminal
BD-19 3629A,Rose City
BD-19 3629A,Serre Dock
BD-19 402,vo Settlement
BD-20 2665,Curie Port
BD-20 2665,Cleave Station
BD-21 3154,Howard Hub
BD-21 3154,H. G. Wells Beacon
BD-22 1050,Barratt Port
BD-22 1050,Hadfield Orbital
BD-22 286,Ampere Port
BD-22 286,Ford Refinery
BD-22 3573,Khayyam Orbital
BD-22 3573,Bohm Terminal
BD-22 3573,Planck Orbital
Bean,Bruce Dock
Bean,Rocklynne Dock
Beargk,Hubble Settlement
Bedaramojas,Frimout Hub
Bedaramojas,Virts Terminal
Beker,Bradshaw Works
Beker,Fox Refinery
Bela Oh,Narita Terminal
Belabos,Dunyach Depot
Belach,Ross Colony
Belalans,Luu Dock
Belalans,Ban Hub
Belalans,Fairey Vision
Belalans,Mandel Dock
Belalans,Powers Hub
Belalis,Bunsen Vision
Belalis,Bennett Point
Belanit,Pavlov Dock
Belarsuk,Kurland Hub
Belarsuk,Vaez de Torres Enterprise
Belenses,Shepard Dock
Belenses,Babcock Holdings
Belenses,Sturckow Landing
Belgae,Pennington Vision
Belgeth,Younghusband City
Belgeth,Turzillo Depot
Belianses,Mallory's Pride
Belianses,Archer Settlement
Beliates,Borrelly's Folly
Belinara,Cleve Settlement
Belisama,Sakers Base
Belispel,Gardner Dock
Belispel,Narita Terminal
Belispel,Apt's Progress
Belispel,Tiedemann Enterprise
Beliu An,Khan City
Bellaung,Galiano Refinery
Bellaung,Spurzem Terminal
Bellite,Parmitano Station
Bellite,Molina Point
Belliya,Christopher Refinery
Belobog,al-Haytham City
Belobog,Kingsbury Ring
Belun,Jeschke Platform
Belaako,Lamarck Station
Belaako,Al-Farabi Station
Belaako,Duke Dock
Belaako,Selye's Progress
Bembarriosk,Kuipers Refinery
Bembarriosk,Arrhenius Point
Bena Xi,Read Station
Benada,Card Colony
Benada,VanderMeer Colony
Benambo,Burkin Landing
Benapem,Naddoddur Enterprise
Benapus,Burgess Terminal
Benapus,Fowler City
Benapus,Heck Orbital
Benapus,Jeschke Hub
Benapus,Kennan Orbital
Benapus,Morgan Dock
Benapus,Soto Port
Benapus,Walker City
Benates,Roberts Hangar
Beni,Stevens Dock
Beni,Hendel Dock
Beni,Soukup Works
Beniena,Vavrova Settlement
Beniena,Bayer Orbital
Benoit,Vinogradov Station
Benoit,Bamford City
Benoit,Fairbairn Port
Benu,Lethem Enterprise
Bered,Horch Orbital
Berentin,Shaver Depot
Berkanan,Amundsen Dock
Berkanan,Schouten Platform
Besta,Rayhan al-Biruni's Progress
Bestakas,Norton Station
Beta Catonis,Bent's Gambit
Beta Catonis,Oliver Beacon
Beta Circini,Thuot Hub
Beta Circini,Herrington Terminal
Beta Circini,Afanasyev Station
Beta Circini,Haxel Hub
Beta Circini,Wrangell Orbital
Beta Circini,Lenoir Port
Beta Circini,Liebig Station
Beta Circini,Quimby Hub
Beta Circini,Sutcliffe Holdings
Beta Circini,Land Terminal
Beta Comae Berenices,Gresley Port
Beta Pavonis,Severin Orbital
Beta Trianguli Australis,Lunan Hub
Beta Trianguli Australis,Hutchinson City
Beta Trianguli Australis,Lewis Hub
Beta Trianguli Australis,Flinders Orbital
Beta Trianguli Australis,Lindbohm Dock
Beta Trianguli Australis,Hume Station
Beta Trianguli Australis,Francisco de Almeida Hub
Beta Volantis,Rasmussen Settlement
Beta-3 Tucani,Bakewell Platform
Beten,Balandin Port
Beten,Bose Enterprise
Beten,Khrunov City
Betse Aibes,Williams Station
Betse Aibes,Leinster Colony
BF Canis Venatici,Jordan Hub
BF Canis Venatici,Cramer Plant
Bhada,Resnick Settlement
Bhaga,Barnes Vision
Bhagites,Gurragchaa Landing
Bhagites,Singer Landing
Bhaguru,Kandel Terminal
Bhaguti,Mondeh Holdings
Bhaguti,Maxwell Hub
Bhaguti,Fleming Holdings
Bhaidenwi,Murdoch Beacon
Bhajaja,Apianus Refinery
Bhajaja,Wegner Hub
Bhal,Fulton Prospect
Bhal,Vaucanson Installation
Bharani,Marshall Refinery
Bhare,Pacheco Orbital
Bhare,Rabinowitz Vision
Bhare,Adams Terminal
Bharezo,Still Orbital
Bharezo,Northrop Holdings
Bharezo,Howard Enterprise
Bharini,Clapperton Terminal
Bharini,Neville Prospect
Bharu,Xiaoguan Installation
Bhavanates,Akers Platform
Bhavas,Sugano Orbital
Bhavas,Schuster Terminal
Bhavas,Samos Port
Bhil Mina,Halley Terminal
Bhil Mina,Sturckow Dock
Bhil Mina,Bykovsky Station
Bhil Mina,Hieb City
Bhil Mina,McArthur Port
Bhil Mina,Rennie Orbital
Bhil Mina,Thuot Port
Bhil Mina,Zholobov Terminal
bhodumba,Anthony de la Roche's Progress
Bhotega,Savitskaya Ring
Bhotega,Voss Ring
Bhotega,Karl Diesel Dock
Bhoteganui,Spielberg Base
Bhotepa,Meitner Dock
Bhotepa,Klimuk Plant
Bhotho,Baker Holdings
Bhotho,Lorentz Dock
Bhotho,Brand Hub
Bhotho,Clute Prospect
Bhritzameno,Feynman Terminal
Bhritzameno,Dalton City
Bhumbi,Kraft Plant
Bhumbi,Westphal Hangar
Bhumliaurt,Tsunenaga Dock
Bhunai,Rothfuss Dock
Bhungkan,Peary Refinery
Bhungkan,Franke Camp
Bhungkan,Kozeyev Vision
Bhutas,Feynman Terminal
Bhutas,Ciferri Holdings
Bhutatani,Ings Holdings
Bhutatani,Brooks Port
Bhutatani,Kennedy Settlement
Bhutie,Gabrielli Station
Biamoana,Artyukhin Port
Biamoana,Shargin Landing
Biamoana,Comer Settlement
Bibari,Frazetta Vision
Bibatolak,Melroy Hub
Bibatolak,Rashid Platform
Bibriges,Semeonis Beacon
